0.982870, 0.151149, -0.105450
0.585200, -0.625650, -0.515852
-0.320909, 0.609004, -0.725349
-0.450178, -0.622583, -0.640102
0.582606, 0.790904, 0.187195
0.904880, -0.037201, -0.424039
0.836115, 0.255781, -0.485271
-0.290093, 0.716239, -0.634702
-0.295111, 0.761652, -0.576885
-0.582992, 0.738459, -0.338818
0.330571, -0.943485, -0.023648
0.784342, 0.231672, 0.575443
0.407212, 0.910030, -0.077610
-0.440519, 0.512612, 0.737002
0.873546, -0.244398, 0.420936
0.021946, 0.642151, 0.766264
-0.896276, -0.010853, 0.443363
-0.385845, -0.885157, 0.260040
0.768219, -0.587176, -0.255075
0.064074, 0.434997, -0.898149
-0.142178, -0.634206, -0.759979
-0.819277, -0.013499, -0.573239
0.742765, -0.171832, -0.647128
0.493367, -0.867264, -0.066647
-0.947359, -0.260999, -0.185444
-0.893592, 0.448835, -0.006333
0.592221, 0.789792, 0.159699
0.156682, -0.893789, 0.420229
0.421330, 0.580539, -0.696746
0.180192, 0.566752, 0.803942
-0.080048, 0.167326, -0.982647
-0.532920, -0.117008, 0.838037
-0.161094, -0.641356, 0.750141
0.103936, 0.212195, -0.971684
-0.860963, -0.507631, 0.032460
0.272691, 0.153553, 0.949769
-0.493365, -0.793543, 0.356203
-0.444296, 0.463778, 0.766492
-0.828933, -0.121766, 0.545933
-0.885341, 0.449814, 0.117641
-0.905513, 0.399569, 0.142798
-0.551448, 0.730824, -0.402244
0.137871, 0.988753, 0.057958
0.044371, 0.894035, 0.445795
0.045400, -0.865834, 0.498268
-0.098018, -0.926350, -0.363687
-0.787227, 0.490452, -0.373806
-0.275306, 0.957254, -0.088726
0.882745, 0.398818, -0.248407
-0.696957, -0.708945, -0.107924
0.290361, 0.852547, 0.434573
-0.924411, 0.019555, -0.380895
0.979014, 0.158927, -0.127567
-0.008348, -0.891690, -0.452570
-0.906240, 0.013417, -0.422551
0.252885, -0.576412, 0.777045
0.682800, 0.717089, 0.139885
-0.486429, -0.285757, 0.825669
0.937157, -0.238543, 0.254625
-0.568544, 0.379273, 0.730006
0.711946, 0.700018, 0.055756
-0.884407, 0.394599, 0.249228
0.357516, -0.383485, -0.851541
0.537460, 0.676412, 0.503590
-0.854583, 0.389978, 0.342936
-0.408121, 0.861864, -0.301043
0.658602, -0.542552, 0.521422
0.323281, -0.931534, 0.166535
-0.830139, 0.387605, 0.400788
-0.179814, 0.612038, 0.770114
0.409144, -0.823903, 0.392155
-0.863907, 0.292925, 0.409707
-0.807075, -0.113319, -0.579473
-0.131556, 0.865920, 0.482572
0.268954, -0.095945, -0.958362
-0.223748, 0.771188, 0.595991
0.916875, 0.334354, -0.218055
-0.406666, -0.484844, -0.774306
-0.525203, 0.835514, -0.161487
0.148823, 0.916227, 0.371994
0.842099, -0.459854, -0.281786
-0.512005, -0.513960, -0.688255
0.498578, -0.836239, -0.228309
-0.885275, -0.464131, -0.029513
-0.727767, -0.512658, 0.455561
-0.777400, 0.597809, -0.195636
0.223290, -0.952723, -0.206061
0.726430, -0.531369, -0.435828
-0.141974, 0.308000, 0.940733
0.569590, 0.016970, -0.821754
-0.655848, 0.754863, 0.006718
-0.869507, -0.108290, 0.481904
0.820070, -0.553070, -0.146967
-0.745317, 0.610226, 0.268565
0.470813, 0.434336, -0.767911
-0.987776, -0.129652, 0.086542
0.767779, -0.436395, -0.469121
0.126156, 0.386839, -0.913477
0.479146, 0.874083, -0.079991
-0.048158, 0.821705, -0.567875
0.063226, -0.792172, -0.607014
-0.592777, -0.013514, -0.805254
0.877139, -0.411780, 0.247113
-0.221195, -0.094775, 0.970614
-0.224363, -0.480482, 0.847820
0.163715, 0.983289, -0.079630
-0.974195, 0.066323, -0.215745
-0.614551, -0.127038, -0.778581
0.888179, -0.042179, 0.457557
0.243200, 0.911686, 0.331182
-0.807879, 0.549010, 0.214288
-0.564941, -0.008436, 0.825088
0.618460, 0.625755, 0.475329
0.763989, 0.642117, -0.063300
0.959830, 0.215496, 0.179689
-0.751068, 0.022022, 0.659857
0.747615, -0.638831, 0.181568
0.887217, -0.010193, -0.461239
-0.102440, -0.702380, -0.704392
-0.620244, 0.496646, -0.607158
0.999960, -0.001979, 0.008711
0.842122, -0.518027, 0.149931
-0.419229, -0.576207, -0.701593
0.700874, 0.643756, 0.307171
-0.233142, -0.864759, 0.444788
-0.970047, -0.236219, -0.056653
0.685788, 0.719347, -0.110609
-0.466224, 0.346943, 0.813797
-0.571160, -0.169776, 0.803089
-0.030009, -0.628443, 0.777277
0.011303, 0.555386, -0.831516
0.404712, -0.836380, 0.369698
0.804084, -0.148522, 0.575665
-0.182038, -0.180933, -0.966502
-0.548042, 0.785968, -0.286189
0.369927, -0.804652, 0.464424
-0.081552, 0.975210, 0.205706
0.461815, 0.842256, -0.278087
0.579161, 0.280224, -0.765537
0.949381, -0.241472, 0.200913
0.959901, 0.276276, -0.047555
-0.122958, -0.947037, -0.296653
-0.688550, -0.075070, -0.721293
-0.965589, -0.209683, 0.153855
0.525409, -0.429462, -0.734512
-0.699828, -0.683751, -0.206702
0.119837, 0.788796, -0.602860
-0.573345, -0.348678, -0.741417
-0.282870, -0.955507, -0.083613
-0.317342, 0.887606, -0.333840
0.083721, -0.426204, 0.900745
0.523125, 0.575226, 0.628852
-0.137153, 0.990550, 0.000414
0.423226, -0.591657, -0.686164
0.985672, -0.114658, -0.123711
-0.358857, 0.344631, -0.867440
-0.885551, -0.463815, 0.025998
-0.226837, -0.801013, -0.554007
0.312073, 0.522225, -0.793657
-0.456161, 0.007589, -0.889865
-0.336568, 0.114702, 0.934647
-0.040380, 0.527872, 0.848364
0.075652, -0.972339, 0.220982
0.680122, -0.377941, 0.628168
-0.621500, 0.776558, 0.103420
-0.682161, 0.354625, -0.639451
0.913374, -0.383726, -0.136020
0.308057, 0.483377, 0.819419
-0.025516, 0.314910, 0.948778
-0.361702, 0.795279, 0.486522
-0.170003, 0.754785, 0.633561
0.236860, 0.909230, 0.342341
0.403564, -0.858573, 0.316209
-0.367569, -0.411764, 0.833872
0.121723, 0.284843, -0.950814
-0.423040, 0.473806, -0.772363
0.293037, -0.942186, 0.162525
-0.254252, -0.934003, 0.250988
-0.400894, -0.881809, -0.248389
-0.809836, 0.410390, -0.419222
0.045197, 0.913353, 0.404651
0.848661, -0.514203, 0.123974
-0.837945, -0.403384, 0.367599
-0.988060, 0.072506, 0.135940
-0.963177, -0.078450, -0.257168
-0.697817, -0.713361, 0.064565
0.167526, 0.620255, -0.766302
0.481467, -0.831797, 0.276230
0.235723, 0.901943, -0.361846
-0.880422, 0.001637, -0.474187
0.296502, 0.953757, 0.049342
0.045381, -0.513962, -0.856612
-0.714292, 0.242973, 0.656316
0.976786, 0.097203, -0.190893
-0.738849, 0.633431, 0.229930
0.183313, -0.101552, -0.977795
0.815743, 0.189530, 0.546481
-0.430947, -0.838583, -0.333261
0.978493, -0.039830, 0.202397
-0.040187, 0.993948, 0.102234
0.101417, -0.512344, 0.852771
0.599596, -0.795497, 0.087570
-0.220731, -0.476473, -0.851030
0.655198, 0.390310, -0.646818
-0.258865, -0.804829, 0.534077
-0.160593, -0.652199, 0.740842
-0.975113, 0.093316, 0.201112
0.414186, -0.906894, 0.077413
-0.809102, 0.448899, -0.379267
0.893195, -0.167479, -0.417317
0.669033, -0.506374, 0.544041
-0.927494, 0.362709, -0.090542
-0.593402, -0.056678, 0.802908
-0.288447, -0.752559, 0.591991
-0.880520, 0.233257, 0.412645
-0.059141, 0.108861, -0.992296
0.750171, -0.354373, -0.558268
-0.979134, 0.196561, -0.051573
0.176694, -0.964557, -0.195981
0.846018, 0.399255, -0.353339
0.547431, -0.836848, 0.002166
-0.289658, 0.953771, -0.080124
0.283484, 0.843179, -0.456822
0.848472, -0.029997, 0.528389
-0.289285, -0.903796, -0.315385
-0.273347, -0.931032, 0.241787
0.869905, -0.440379, 0.222109
-0.452944, 0.330696, -0.827938
0.309350, -0.919742, -0.241615
0.408297, 0.408141, -0.816526
-0.586834, -0.594648, 0.549563
0.820556, 0.492193, -0.290576
-0.605867, 0.755472, -0.249374
0.410624, 0.394305, 0.822138
-0.673476, 0.154627, -0.722856
0.654375, 0.386856, 0.649720
-0.243682, -0.690836, 0.680708
0.164224, -0.804199, 0.571221
0.422806, 0.677968, -0.601328
-0.018336, 0.976175, -0.216207
0.936534, 0.165094, 0.309269
-0.632094, 0.575285, 0.519138
0.036030, -0.734972, -0.677140
-0.415828, -0.743774, 0.523343
0.338204, -0.896106, -0.287424
-0.642230, -0.703994, 0.303205
-0.938975, 0.162959, 0.302935
-0.051272, 0.986818, 0.153496
-0.574542, 0.156797, 0.803316
0.193781, -0.268505, -0.943586
-0.897427, -0.023286, -0.440548
-0.062593, 0.725467, -0.685405
-0.581110, 0.295502, -0.758281
0.384136, 0.915961, -0.115998
-0.615000, -0.170687, 0.769832
0.276501, 0.763345, 0.583825
